ID seqnames start end width strand source gene_id gene_type gene_name level hgnc_id havana_gene tag start_v38 end_v38 width_v38 gene_id_v38 gene_type_v38 gene_name_v38 level_v38 hgnc_id_v38 havana_gene_v38 tag_v38
3197197 PCSK1N chrX 48831096 48835610 4515 - HAVANA ENSG00000102109.9 protein_coding PCSK1N 2 HGNC:17301 OTTHUMG00000034502.4 NA NA NA NA NA NA NA NA NA NA NA
209857 PEX19 chr1 160276807 160286348 9542 - HAVANA ENSG00000162735.19 protein_coding PEX19 2 HGNC:9713 OTTHUMG00000033112.4 overlapping_locus NA NA NA NA NA NA NA NA NA NA
3087144 LRRC3 chr21 44455510 44462196 6687 + HAVANA ENSG00000160233.8 protein_coding LRRC3 2 HGNC:14965 OTTHUMG00000040847.5 NA NA NA NA NA NA NA NA NA NA NA
2567013 FBXO39 chr17 6776215 6797101 20887 + HAVANA ENSG00000177294.7 protein_coding FBXO39 2 HGNC:28565 OTTHUMG00000102062.3 NA NA NA NA NA NA NA NA NA NA NA
314945 LPIN1 chr2 11677595 11827409 149815 + HAVANA ENSG00000134324.12 protein_coding LPIN1 1 HGNC:13345 OTTHUMG00000119082.13 ncRNA_host NA NA NA NA NA NA NA NA NA NA
212908 PFDN2 chr1 161100556 161118055 17500 - HAVANA ENSG00000143256.5 protein_coding PFDN2 2 HGNC:8867 OTTHUMG00000031481.2 NA NA NA NA NA NA NA NA NA NA NA
915454 MTMR12 chr5 32226994 32312987 85994 - HAVANA ENSG00000150712.11 protein_coding MTMR12 2 HGNC:18191 OTTHUMG00000161978.2 ncRNA_host NA NA NA NA NA NA NA NA NA NA
682707 KALRN chr3 124033369 124726325 692957 + HAVANA ENSG00000160145.16 protein_coding KALRN 1 HGNC:4814 OTTHUMG00000125545.14 overlapping_locus NA NA NA NA NA NA NA NA NA NA
611417 CSPG5 chr3 47562238 47580792 18555 - HAVANA ENSG00000114646.10 protein_coding CSPG5 2 HGNC:2467 OTTHUMG00000133518.3 NA NA NA NA NA NA NA NA NA NA NA
2322278 SORD chr15 45023147 45077185 54039 + HAVANA ENSG00000140263.15 protein_coding SORD 2 HGNC:11184 OTTHUMG00000131265.12 NA NA NA NA NA NA NA NA NA NA NA
1578727 ASB6 chr9 129634604 129642169 7566 - HAVANA ENSG00000148331.12 protein_coding ASB6 2 HGNC:17181 OTTHUMG00000020787.3 NA NA NA NA NA NA NA NA NA NA NA
2042584 KRR1 chr12 75490863 75511636 20774 - HAVANA ENSG00000111615.14 protein_coding KRR1 2 HGNC:5176 OTTHUMG00000169759.4 NA NA NA NA NA NA NA NA NA NA NA
153613 AHCYL1 chr1 109984765 110023742 38978 + HAVANA ENSG00000168710.18 protein_coding AHCYL1 2 HGNC:344 OTTHUMG00000011652.4 NA NA NA NA NA NA NA NA NA NA NA
181850 PRUNE1 chr1 151008420 151035713 27294 + HAVANA ENSG00000143363.17 protein_coding PRUNE1 2 HGNC:13420 OTTHUMG00000035062.5 NA NA NA NA NA NA NA NA NA NA NA
1003530 PCDHGA8 chr5 141390157 141512975 122819 + HAVANA ENSG00000253767.3 protein_coding PCDHGA8 2 HGNC:8706 OTTHUMG00000164053.2 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2319028 SERINC4 chr15 43794162 43800220 6059 - HAVANA ENSG00000184716.14 protein_coding SERINC4 1 HGNC:32237 OTTHUMG00000060144.5 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2601400 DHRS7B chr17 21123364 21193265 69902 + HAVANA ENSG00000109016.18 protein_coding DHRS7B 1 HGNC:24547 OTTHUMG00000178944.7 NA NA NA NA ENSG00000109016.17 NA NA NA NA NA NA
2521016 CMTR2 chr16 71281389 71289715 8327 - HAVANA ENSG00000180917.18 protein_coding CMTR2 2 HGNC:25635 OTTHUMG00000137587.3 NA NA NA NA NA NA NA NA NA NA NA
109068 HOOK1 chr1 59814786 59876322 61537 + HAVANA ENSG00000134709.13 protein_coding HOOK1 2 HGNC:19884 OTTHUMG00000008990.4 NA NA NA NA ENSG00000134709.12 NA NA NA NA NA NA
3036428 ARFGEF2 chr20 48921711 49036693 114983 + HAVANA ENSG00000124198.10 protein_coding ARFGEF2 2 HGNC:15853 OTTHUMG00000032687.2 NA NA NA NA NA NA NA NA NA NA NA
1005701 FGF1 chr5 142592178 142698070 105893 - HAVANA ENSG00000113578.18 protein_coding FGF1 1 HGNC:3665 OTTHUMG00000059703.10 NA NA NA NA NA NA NA NA NA NA NA
1595547 LCN15 chr9 136759634 136766255 6622 - HAVANA ENSG00000177984.7 protein_coding LCN15 2 HGNC:33777 OTTHUMG00000020943.3 NA NA NA NA NA NA NA NA NA NA NA
1356337 DNAJB6 chr7 157335381 157417439 82059 + HAVANA ENSG00000105993.15 protein_coding DNAJB6 2 HGNC:14888 OTTHUMG00000157242.7 NA NA NA NA NA NA NA NA NA NA NA
300180 AHCTF1 chr1 246839098 246931948 92851 - HAVANA ENSG00000153207.16 protein_coding AHCTF1 1 HGNC:24618 OTTHUMG00000040706.4 NA NA NA NA NA NA NA NA NA NA NA
3186903 USP9X chrX 41085445 41236579 151135 + HAVANA ENSG00000124486.14 protein_coding USP9X 2 HGNC:12632 OTTHUMG00000021367.5 overlapping_locus NA NA NA NA NA NA NA NA NA NA
821452 ANXA3 chr4 78551747 78610451 58705 + HAVANA ENSG00000138772.13 protein_coding ANXA3 1 HGNC:541 OTTHUMG00000130198.10 NA NA NA NA NA NA NA NA NA NA NA
1537960 CTSV chr9 97029677 97156556 126880 - HAVANA ENSG00000136943.12 protein_coding CTSV 2 HGNC:2538 OTTHUMG00000020314.3 NA NA NA NA NA NA NA NA NA NA NA
608140 TDGF1 chr3 46574534 46582457 7924 + HAVANA ENSG00000241186.10 protein_coding TDGF1 2 HGNC:11701 OTTHUMG00000191980.2 overlapping_locus NA NA NA NA NA NA NA NA NA NA
428359 LIMS2 chr2 127638381 127681786 43406 - HAVANA ENSG00000072163.20 protein_coding LIMS2 1 HGNC:16084 OTTHUMG00000131529.6 NA NA NA NA NA NA NA NA NA NA NA
2338575 MINDY2 chr15 58771192 58861900 90709 + HAVANA ENSG00000128923.11 protein_coding MINDY2 2 HGNC:26954 OTTHUMG00000171983.3 overlapping_locus NA NA NA NA NA NA NA NA NA NA
60709 IQCC chr1 32205671 32208682 3012 + HAVANA ENSG00000160051.12 protein_coding IQCC 2 HGNC:25545 OTTHUMG00000005739.4 NA NA NA NA NA NA NA NA NA NA NA
1955323 TAS2R30 chr12 11132958 11134644 1687 - HAVANA ENSG00000256188.3 protein_coding TAS2R30 2 HGNC:19112 OTTHUMG00000168562.1 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1107679 MRPS18A chr6 43671202 43687791 16590 - HAVANA ENSG00000096080.12 protein_coding MRPS18A 2 HGNC:14515 OTTHUMG00000014750.3 NA NA NA NA NA NA NA NA NA NA NA
2169238 NDRG2 chr14 21016763 21070872 54110 - HAVANA ENSG00000165795.25 protein_coding NDRG2 1 HGNC:14460 OTTHUMG00000029619.9 overlapping_locus NA NA NA ENSG00000165795.24 NA NA NA NA NA NA
2274859 TRMT61A chr14 103529196 103537073 7878 + HAVANA ENSG00000166166.13 protein_coding TRMT61A 2 HGNC:23790 OTTHUMG00000171762.2 NA NA NA NA NA NA NA NA NA NA NA
1317460 TSPAN12 chr7 120787320 120858402 71083 - HAVANA ENSG00000106025.9 protein_coding TSPAN12 2 HGNC:21641 OTTHUMG00000156980.6 NA NA NA NA NA NA NA NA NA NA NA
428042 MYO7B chr2 127535683 127637729 102047 + HAVANA ENSG00000169994.20 protein_coding MYO7B 2 HGNC:7607 OTTHUMG00000153419.11 NA 127535802 NA 101928 ENSG00000169994.19 NA NA NA NA NA NA
911018 MARCHF11 chr5 16067139 16180762 113624 - HAVANA ENSG00000183654.9 protein_coding MARCHF11 1 HGNC:33609 OTTHUMG00000161789.3 NA NA NA NA NA NA NA NA NA NA NA
1649062 REEP3 chr10 63521401 63625128 103728 + HAVANA ENSG00000165476.14 protein_coding REEP3 2 HGNC:23711 OTTHUMG00000018318.6 NA NA NA NA NA NA NA NA NA NA NA
1863511 ACER3 chr11 76860859 77026797 165939 + HAVANA ENSG00000078124.13 protein_coding ACER3 2 HGNC:16066 OTTHUMG00000165225.4 NA NA NA NA NA NA NA NA NA NA NA
2475040 AHSP chr16 31527900 31528803 904 + HAVANA ENSG00000169877.10 protein_coding AHSP 2 HGNC:18075 OTTHUMG00000132461.4 NA NA NA NA NA NA NA NA NA NA NA
3155115 ALG12 chr22 49900229 49918438 18210 - HAVANA ENSG00000182858.14 protein_coding ALG12 1 HGNC:19358 OTTHUMG00000150289.4 NA NA NA NA NA NA NA NA NA NA NA
590464 PDCD6IP chr3 33798571 33869707 71137 + HAVANA ENSG00000170248.15 protein_coding PDCD6IP 2 HGNC:8766 OTTHUMG00000130751.10 NA NA NA NA NA NA NA NA NA NA NA
1419801 ELOC chr8 73939169 73972307 33139 - HAVANA ENSG00000154582.18 protein_coding ELOC 1 HGNC:11617 OTTHUMG00000164501.4 NA NA 73972287 33119 ENSG00000154582.17 NA NA NA NA NA NA
797100 NSUN7 chr4 40749925 40811184 61260 + HAVANA ENSG00000179299.17 protein_coding NSUN7 1 HGNC:25857 OTTHUMG00000128597.5 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2680365 PTRH2 chr17 59674636 59707626 32991 - HAVANA ENSG00000141378.15 protein_coding PTRH2 2 HGNC:24265 OTTHUMG00000154532.4 NA NA NA NA NA NA NA NA NA NA NA
3139977 NPTXR chr22 38818452 38844028 25577 - HAVANA ENSG00000221890.6 protein_coding NPTXR 2 HGNC:7954 OTTHUMG00000150458.3 NA NA NA NA NA NA NA NA NA NA NA
240517 RGS1 chr1 192575763 192580024 4262 + HAVANA ENSG00000090104.12 protein_coding RGS1 2 HGNC:9991 OTTHUMG00000035598.4 NA NA NA NA NA NA NA NA NA NA NA
2486846 NUDT21 chr16 56429133 56452199 23067 - HAVANA ENSG00000167005.14 protein_coding NUDT21 1 HGNC:13870 OTTHUMG00000133240.6 overlapping_locus NA NA NA NA NA NA NA NA NA NA
482270 GULP1 chr2 188291669 188595931 304263 + HAVANA ENSG00000144366.16 protein_coding GULP1 1 HGNC:18649 OTTHUMG00000132647.5 ncRNA_host NA NA NA NA NA NA NA NA NA NA
1969577 ARNTL2 chr12 27332836 27425289 92454 + HAVANA ENSG00000029153.15 protein_coding ARNTL2 1 HGNC:18984 OTTHUMG00000169257.2 NA 27332854 NA 92436 ENSG00000029153.14 NA NA NA NA NA NA
1616943 CUBN chr10 16823966 17129811 305846 - HAVANA ENSG00000107611.16 protein_coding CUBN 1 HGNC:2548 OTTHUMG00000017741.4 NA NA NA NA NA NA NA NA NA NA NA
2378975 RPS17 chr15 82536750 82540459 3710 - HAVANA ENSG00000182774.13 protein_coding RPS17 2 HGNC:10397 OTTHUMG00000147355.7 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1906261 IFT46 chr11 118544528 118572970 28443 - HAVANA ENSG00000118096.10 protein_coding IFT46 2 HGNC:26146 OTTHUMG00000166408.3 NA NA NA NA NA NA NA NA NA NA NA
2993875 SPTLC3 chr20 13008972 13169103 160132 + HAVANA ENSG00000172296.13 protein_coding SPTLC3 2 HGNC:16253 OTTHUMG00000031899.5 NA NA NA NA NA NA NA NA NA NA NA
3021698 SLC32A1 chr20 38724486 38729372 4887 + HAVANA ENSG00000101438.4 protein_coding SLC32A1 2 HGNC:11018 OTTHUMG00000032457.2 NA NA NA NA NA NA NA NA NA NA NA
2079859 PTPN11 chr12 112418351 112509918 91568 + HAVANA ENSG00000179295.19 protein_coding PTPN11 2 HGNC:9644 OTTHUMG00000134334.4 NA NA NA NA ENSG00000179295.18 NA NA NA NA NA NA
2843064 ECSIT chr19 11505929 11529172 23244 - HAVANA ENSG00000130159.15 protein_coding ECSIT 1 HGNC:29548 OTTHUMG00000178590.6 overlapping_locus NA NA NA ENSG00000130159.14 NA NA NA NA NA NA
194202 SLC50A1 chr1 155135344 155138857 3514 + HAVANA ENSG00000169241.19 protein_coding SLC50A1 2 HGNC:30657 OTTHUMG00000035333.5 NA NA NA NA NA NA NA NA NA NA NA
1341037 KEL chr7 142941114 142962363 21250 - HAVANA ENSG00000197993.9 protein_coding KEL 2 HGNC:6308 OTTHUMG00000157159.12 NA NA NA NA NA NA NA NA NA NA NA
2017947 CS chr12 56271699 56300391 28693 - HAVANA ENSG00000062485.19 protein_coding CS 1 HGNC:2422 OTTHUMG00000170344.9 overlapping_locus NA NA NA NA NA NA NA NA NA NA
163551 NHLH2 chr1 115836377 115843917 7541 - HAVANA ENSG00000177551.5 protein_coding NHLH2 2 HGNC:7818 OTTHUMG00000011969.3 NA NA NA NA NA NA NA NA NA NA NA
2389854 GDPGP1 chr15 90233808 90245811 12004 + HAVANA ENSG00000183208.13 protein_coding GDPGP1 2 HGNC:34360 OTTHUMG00000172128.5 overlapping_locus NA NA NA NA NA NA NA NA NA NA
17074 TAS1R1 chr1 6555307 6579755 24449 + HAVANA ENSG00000173662.21 protein_coding TAS1R1 1 HGNC:14448 OTTHUMG00000001441.4 NA NA NA NA NA NA NA NA NA NA NA
1867466 ALG8 chr11 78095244 78139660 44417 - HAVANA ENSG00000159063.14 protein_coding ALG8 1 HGNC:23161 OTTHUMG00000166594.7 ncRNA_host NA NA NA NA NA NA NA NA NA NA
1211751 ZNF12 chr7 6688433 6706947 18515 - HAVANA ENSG00000164631.19 protein_coding ZNF12 1 HGNC:12902 OTTHUMG00000151910.4 NA NA NA NA NA NA NA NA NA NA NA
2027002 ARHGEF25 chr12 57610180 57617245 7066 + HAVANA ENSG00000240771.8 protein_coding ARHGEF25 2 HGNC:30275 OTTHUMG00000152516.4 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1010478 SPINK9 chr5 148321203 148339852 18650 + HAVANA ENSG00000204909.8 protein_coding SPINK9 2 HGNC:32951 OTTHUMG00000163431.3 NA NA NA NA NA NA NA NA NA NA NA
971266 PJA2 chr5 109334713 109409974 75262 - HAVANA ENSG00000198961.10 protein_coding PJA2 2 HGNC:17481 OTTHUMG00000128750.3 NA NA NA NA NA NA NA NA NA NA NA
815618 PARM1 chr4 74933095 75050115 117021 + HAVANA ENSG00000169116.11 protein_coding PARM1 2 HGNC:24536 OTTHUMG00000160827.1 NA NA NA NA NA NA NA NA NA NA NA
100231 CC2D1B chr1 52345723 52366205 20483 - HAVANA ENSG00000154222.15 protein_coding CC2D1B 2 HGNC:29386 OTTHUMG00000008102.6 NA NA NA NA NA NA NA NA NA NA NA
1972148 IPO8 chr12 30628988 30695869 66882 - HAVANA ENSG00000133704.10 protein_coding IPO8 1 HGNC:9853 OTTHUMG00000169172.6 NA NA NA NA NA NA NA NA NA NA NA
1182138 GRM1 chr6 146027646 146437601 409956 + HAVANA ENSG00000152822.14 protein_coding GRM1 2 HGNC:4593 OTTHUMG00000015752.4 overlapping_locus NA NA NA NA NA NA NA NA NA NA
917580 RAD1 chr5 34905260 34918989 13730 - HAVANA ENSG00000113456.19 protein_coding RAD1 2 HGNC:9806 OTTHUMG00000090783.4 NA NA NA NA NA NA NA NA NA NA NA
911093 RETREG1 chr5 16473038 16617101 144064 - HAVANA ENSG00000154153.15 protein_coding RETREG1 2 HGNC:25964 OTTHUMG00000161788.1 NA NA NA NA NA NA NA NA NA NA NA
583871 RARB chr3 24687887 25597932 910046 + HAVANA ENSG00000077092.20 protein_coding RARB 1 HGNC:9865 OTTHUMG00000130480.7 overlapping_locus 25174332 NA 423601 ENSG00000077092.19 NA NA NA NA NA NA
2936083 SELENOW chr19 47778677 47784686 6010 + HAVANA ENSG00000178980.16 protein_coding SELENOW 2 HGNC:10752 OTTHUMG00000183061.3 NA 47778585 NA 6102 ENSG00000178980.15 NA NA NA NA NA NA
798862 SLC30A9 chr4 41990502 42090461 99960 + HAVANA ENSG00000014824.14 protein_coding SLC30A9 2 HGNC:1329 OTTHUMG00000099387.5 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1917554 HEPACAM chr11 124919205 124936412 17208 - HAVANA ENSG00000165478.7 protein_coding HEPACAM 2 HGNC:26361 OTTHUMG00000165938.2 NA NA NA NA NA NA NA NA NA NA NA
1051236 SLC22A23 chr6 3268962 3457050 188089 - HAVANA ENSG00000137266.15 protein_coding SLC22A23 1 HGNC:21106 OTTHUMG00000014144.4 NA NA NA NA NA NA NA NA NA NA NA
1874466 PICALM chr11 85957175 86069882 112708 - HAVANA ENSG00000073921.18 protein_coding PICALM 1 HGNC:15514 OTTHUMG00000166981.5 NA NA NA NA NA NA NA NA NA NA NA
1453337 FAM91A1 chr8 123768439 123815452 47014 + HAVANA ENSG00000176853.16 protein_coding FAM91A1 2 HGNC:26306 OTTHUMG00000133021.5 NA NA NA NA NA NA NA NA NA NA NA
2209890 CGRRF1 chr14 54509812 54539292 29481 + HAVANA ENSG00000100532.13 protein_coding CGRRF1 2 HGNC:15528 OTTHUMG00000140308.6 NA NA NA NA NA NA NA NA NA NA NA
544650 NDUFA10 chr2 239892450 240025743 133294 - HAVANA ENSG00000130414.13 protein_coding NDUFA10 1 HGNC:7684 OTTHUMG00000133350.5 ncRNA_host NA NA NA NA NA NA NA NA NA NA
392233 USP39 chr2 85602856 85649283 46428 + HAVANA ENSG00000168883.20 protein_coding USP39 1 HGNC:20071 OTTHUMG00000153090.11 NA NA NA NA NA NA NA NA NA NA NA
3104059 PPIL2 chr22 21666000 21700015 34016 + HAVANA ENSG00000100023.20 protein_coding PPIL2 2 HGNC:9261 OTTHUMG00000191763.2 overlapping_locus NA NA NA NA NA NA NA NA NA NA
94282 FAAH chr1 46394317 46413848 19532 + HAVANA ENSG00000117480.16 protein_coding FAAH 2 HGNC:3553 OTTHUMG00000007811.3 NA NA NA NA NA NA NA NA NA NA NA
1701458 ARL3 chr10 102673731 102714397 40667 - HAVANA ENSG00000138175.9 protein_coding ARL3 2 HGNC:694 OTTHUMG00000018965.3 NA NA NA NA NA NA NA NA NA NA NA
716010 COMMD2 chr3 149738472 149752495 14024 - HAVANA ENSG00000114744.9 protein_coding COMMD2 2 HGNC:24993 OTTHUMG00000159616.3 NA NA NA NA NA NA NA NA NA NA NA
2254392 FAM181A chr14 93918894 93929608 10715 + HAVANA ENSG00000140067.7 protein_coding FAM181A 2 HGNC:20491 OTTHUMG00000171297.4 NA NA NA NA ENSG00000140067.6 NA NA NA NA NA NA
624582 SLC38A3 chr3 50205246 50221486 16241 + HAVANA ENSG00000188338.15 protein_coding SLC38A3 2 HGNC:18044 OTTHUMG00000156764.8 NA NA NA NA NA NA NA NA NA NA NA
899315 CCDC110 chr4 185445182 185471752 26571 - HAVANA ENSG00000168491.10 protein_coding CCDC110 1 HGNC:28504 OTTHUMG00000160415.7 NA NA NA NA NA NA NA NA NA NA NA
661720 RPL24 chr3 101681091 101686718 5628 - HAVANA ENSG00000114391.13 protein_coding RPL24 2 HGNC:10325 OTTHUMG00000159146.4 NA NA NA NA NA NA NA NA NA NA NA
2501429 TERB1 chr16 66754640 66801620 46981 - HAVANA ENSG00000249961.10 protein_coding TERB1 2 HGNC:26675 OTTHUMG00000133562.7 NA NA NA NA NA NA NA NA NA NA NA
9354 PLCH2 chr1 2425980 2505532 79553 + HAVANA ENSG00000149527.18 protein_coding PLCH2 2 HGNC:29037 OTTHUMG00000000719.6 NA NA NA NA NA NA NA NA NA NA NA
1443676 RSPO2 chr8 107899316 108083642 184327 - HAVANA ENSG00000147655.12 protein_coding RSPO2 1 HGNC:28583 OTTHUMG00000164893.4 NA NA NA NA NA NA NA NA NA NA NA
2097866 PITPNM2 chr12 122983480 123151090 167611 - HAVANA ENSG00000090975.14 protein_coding PITPNM2 2 HGNC:21044 OTTHUMG00000168845.4 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2082165 OAS2 chr12 112978395 113011723 33329 + HAVANA ENSG00000111335.14 protein_coding OAS2 2 HGNC:8087 OTTHUMG00000169802.3 NA NA NA NA NA NA NA NA NA NA NA
2472116 FBXL19 chr16 30923055 30948783 25729 + HAVANA ENSG00000099364.18 protein_coding FBXL19 1 HGNC:25300 OTTHUMG00000132403.6 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1090489 BAK1 chr6 33572547 33580293 7747 - HAVANA ENSG00000030110.14 protein_coding BAK1 2 HGNC:949 OTTHUMG00000014530.4 NA NA NA NA ENSG00000030110.13 NA NA NA NA NA NA
3107765 RGL4 chr22 23688136 23699176 11041 + HAVANA ENSG00000159496.15 protein_coding RGL4 1 HGNC:31911 OTTHUMG00000150711.3 NA NA NA NA NA NA NA NA NA NA NA
1733570 LRRC56 chr11 537527 554912 17386 + HAVANA ENSG00000161328.11 protein_coding LRRC56 2 HGNC:25430 OTTHUMG00000132003.2 NA NA NA NA NA NA NA NA NA NA NA
2808615 ZNF556 chr19 2867335 2883445 16111 + HAVANA ENSG00000172000.7 protein_coding ZNF556 1 HGNC:25669 OTTHUMG00000180501.4 NA NA NA NA NA NA NA NA NA NA NA
1635764 BMS1 chr10 42782795 42834937 52143 + HAVANA ENSG00000165733.8 protein_coding BMS1 2 HGNC:23505 OTTHUMG00000018020.3 NA NA NA NA NA NA NA NA NA NA NA
370435 CEP68 chr2 65056366 65087004 30639 + HAVANA ENSG00000011523.14 protein_coding CEP68 1 HGNC:29076 OTTHUMG00000129538.4 NA NA NA NA NA NA NA NA NA NA NA
1032990 NSG2 chr5 174045706 174243501 197796 + HAVANA ENSG00000170091.11 protein_coding NSG2 2 HGNC:24955 OTTHUMG00000130543.8 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2945059 SCAF1 chr19 49642209 49658642 16434 + HAVANA ENSG00000126461.15 protein_coding SCAF1 2 HGNC:30403 OTTHUMG00000183238.3 NA NA NA NA NA NA NA NA NA NA NA
466233 RAPGEF4 chr2 172735274 173052893 317620 + HAVANA ENSG00000091428.18 protein_coding RAPGEF4 2 HGNC:16626 OTTHUMG00000133677.5 NA NA NA NA NA NA NA NA NA NA NA
2656170 WNT9B chr17 46833201 46886730 53530 + HAVANA ENSG00000158955.11 protein_coding WNT9B 2 HGNC:12779 OTTHUMG00000178077.3 NA NA NA NA NA NA NA NA NA NA NA
2882993 RGS9BP chr19 32675848 32678300 2453 + HAVANA ENSG00000186326.4 protein_coding RGS9BP 2 HGNC:30304 OTTHUMG00000180227.2 NA NA NA NA NA NA NA NA NA NA NA
1693306 COX15 chr10 99710868 99732127 21260 - HAVANA ENSG00000014919.13 protein_coding COX15 2 HGNC:2263 OTTHUMG00000018893.3 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1750489 ILK chr11 6603708 6610874 7167 + HAVANA ENSG00000166333.14 protein_coding ILK 1 HGNC:6040 OTTHUMG00000133407.5 NA NA NA NA NA NA NA NA NA NA NA
375783 TIA1 chr2 70209444 70248660 39217 - HAVANA ENSG00000116001.17 protein_coding TIA1 2 HGNC:11802 OTTHUMG00000129644.15 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2222270 GPX2 chr14 64939152 64942746 3595 - HAVANA ENSG00000176153.13 protein_coding GPX2 2 HGNC:4554 OTTHUMG00000171677.1 NA NA 64942905 3754 ENSG00000176153.12 NA NA NA NA NA NA
2553273 TLCD2 chr17 1702816 1710377 7562 - HAVANA ENSG00000185561.10 protein_coding TLCD2 1 HGNC:33522 OTTHUMG00000132477.6 NA NA NA NA NA NA NA NA NA NA NA
975809 TNFAIP8 chr5 119268692 119399688 130997 + HAVANA ENSG00000145779.8 protein_coding TNFAIP8 1 HGNC:17260 OTTHUMG00000162949.8 NA NA NA NA NA NA NA NA NA NA NA
1557276 PHF19 chr9 120855651 120894896 39246 - HAVANA ENSG00000119403.15 protein_coding PHF19 2 HGNC:24566 OTTHUMG00000020577.7 NA NA NA NA NA NA NA NA NA NA NA
1582352 PLPP7 chr9 131289459 131359022 69564 + HAVANA ENSG00000160539.6 protein_coding PLPP7 2 HGNC:28174 OTTHUMG00000020822.3 NA NA NA NA NA NA NA NA NA NA NA
1003447 PCDHGB3 chr5 141370242 141512975 142734 + HAVANA ENSG00000262209.3 protein_coding PCDHGB3 2 HGNC:8710 OTTHUMG00000177471.5 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1690197 RRP12 chr10 97356358 97426076 69719 - HAVANA ENSG00000052749.14 protein_coding RRP12 2 HGNC:29100 OTTHUMG00000018855.8 overlapping_locus NA NA NA NA NA NA NA NA NA NA
3197630 SLC35A2 chrX 48903180 48911958 8779 - HAVANA ENSG00000102100.16 protein_coding SLC35A2 2 HGNC:11022 OTTHUMG00000024129.7 NA NA NA NA NA NA NA NA NA NA NA
1763446 RRAS2 chr11 14277922 14364506 86585 - HAVANA ENSG00000133818.14 protein_coding RRAS2 2 HGNC:17271 OTTHUMG00000165756.3 NA NA NA NA NA NA NA NA NA NA NA
780104 S100P chr4 6693878 6697170 3293 + HAVANA ENSG00000163993.7 protein_coding S100P 2 HGNC:10504 OTTHUMG00000090491.5 NA NA NA NA NA NA NA NA NA NA NA
3026523 ADA chr20 44584896 44652252 67357 - HAVANA ENSG00000196839.14 protein_coding ADA 1 HGNC:186 OTTHUMG00000033081.4 NA 44619522 44652233 32712 ENSG00000196839.13 NA NA NA NA NA NA
2020979 NACA chr12 56712305 56731628 19324 - HAVANA ENSG00000196531.14 protein_coding NACA 2 HGNC:7629 OTTHUMG00000170033.9 overlapping_locus NA NA NA NA NA NA NA NA NA NA
1067393 H2AC11 chr6 27133043 27133535 493 + HAVANA ENSG00000196787.4 protein_coding H2AC11 2 HGNC:4737 OTTHUMG00000014469.1 NA 27133042 27135291 2250 ENSG00000196787.3 NA NA NA NA NA NA
3089902 COL6A2 chr21 46098112 46132848 34737 + HAVANA ENSG00000142173.16 protein_coding COL6A2 2 HGNC:2212 OTTHUMG00000090489.8 NA NA NA NA NA NA NA NA NA NA NA
1456534 MYC chr8 127735434 127742951 7518 + HAVANA ENSG00000136997.21 protein_coding MYC 1 HGNC:7553 OTTHUMG00000128475.10 NA NA NA NA NA NA NA NA NA NA NA
28506 FHAD1 chr1 15236521 15400283 163763 + HAVANA ENSG00000142621.21 protein_coding FHAD1 1 HGNC:29408 OTTHUMG00000002088.11 NA NA NA NA ENSG00000142621.20 NA NA NA NA NA NA
420320 IL1A chr2 112773925 112784493 10569 - HAVANA ENSG00000115008.6 protein_coding IL1A 2 HGNC:5991 OTTHUMG00000131315.3 NA NA NA NA NA NA NA NA NA NA NA
3040519 ZNF217 chr20 53567071 53609907 42837 - HAVANA ENSG00000171940.14 protein_coding ZNF217 1 HGNC:13009 OTTHUMG00000032764.5 NA NA NA NA NA NA NA NA NA NA NA
1003697 PCDHGA12 chr5 141430507 141512975 82469 + HAVANA ENSG00000253159.3 protein_coding PCDHGA12 2 HGNC:8699 OTTHUMG00000129611.6 overlapping_locus NA NA NA NA NA NA NA NA NA NA
840872 NFKB1 chr4 102501331 102617302 115972 + HAVANA ENSG00000109320.13 protein_coding NFKB1 1 HGNC:7794 OTTHUMG00000161080.10 NA NA NA NA NA NA NA NA NA NA NA
847823 GAR1 chr4 109815510 109824740 9231 + HAVANA ENSG00000109534.17 protein_coding GAR1 2 HGNC:14264 OTTHUMG00000161108.6 NA NA NA NA NA NA NA NA NA NA NA
1157978 LAMA4 chr6 112107931 112254939 147009 - HAVANA ENSG00000112769.20 protein_coding LAMA4 1 HGNC:6484 OTTHUMG00000015386.10 overlapping_locus NA NA NA NA NA NA NA NA NA NA
2750801 PSMG2 chr18 12658043 12725740 67698 + HAVANA ENSG00000128789.21 protein_coding PSMG2 2 HGNC:24929 OTTHUMG00000131703.5 overlapping_locus NA NA NA NA NA NA NA NA NA NA
